time (s),B_wave,Magnitude
0.0,-0.1578602966701118,0.29422784
2.8571428571428574e-05,-0.12906022903407854,0.29680255
5.714285714285715e-05,-0.09692109530735793,0.29657972
8.571428571428571e-05,-0.057932122208539716,0.29451007
0.0001142857142857143,-0.014632487506882397,0.2895209
0.00014285714285714287,0.028411653271104287,0.28439426
0.00017142857142857143,0.07095503984083285,0.27712306
0.0002,0.10633673251796993,0.2735105
0.0002285714285714286,0.13324851451827402,0.26690722
0.00025714285714285715,0.16071369538809954,0.26504198
0.00028571428571428574,0.17969748832192967,0.2605002
0.00031428571428571427,0.19352630898447915,0.25876436
0.00034285714285714285,0.20368361909942273,0.25638962
0.00037142857142857143,0.2151491501058782,0.2587993
0.0004,0.22374151436943096,0.25849378
0.00042857142857142855,0.23245730477427967,0.25977343
0.0004571428571428572,0.2506054495149776,0.27349627
0.00048571428571428577,0.2606821036452073,0.28044698
0.0005142857142857143,0.27542660644520356,0.29255894
0.0005428571428571429,0.2904019866720925,0.30838934
0.0005714285714285715,0.298738999954385,0.32167718
0.0006000000000000001,0.2973263933762153,0.32912815
0.0006285714285714285,0.29414243003676965,0.3406306
0.0006571428571428572,0.2781431965962032,0.3438593
0.0006857142857142857,0.255689115932379,0.3436267
0.0007142857142857144,0.22166484339878084,0.3384032
0.0007428571428571429,0.1838277042156748,0.3312864
0.0007714285714285716,0.14887548804503647,0.3238098
0.0008,0.1092314114441304,0.3139525
0.0008285714285714287,0.0722105986121303,0.29872036
0.0008571428571428571,0.036500320613368165,0.28801775
0.0008857142857142857,0.006608068521319177,0.28104872
0.0009142857142857144,-0.01614805095880678,0.2726288
0.0009428571428571429,-0.0352048008247815,0.2731092
0.0009714285714285715,-0.0547079530815896,0.27035198
0.001,-0.06957712733808302,0.27206275
0.0010285714285714286,-0.09082762198428035,0.27803963
0.0010571428571428574,-0.11486069154616757,0.28578213
0.0010857142857142858,-0.140581027423992,0.29299912
0.0011142857142857144,-0.17005553802110845,0.3025824
0.001142857142857143,-0.20425428356359593,0.3153168
0.0011714285714285717,-0.23489594589786844,0.31934592
0.0012000000000000001,-0.2641414176667516,0.3248493
0.0012285714285714285,-0.292461414403711,0.33454454
0.001257142857142857,-0.30851815389206777,0.3381226
0.0012857142857142859,-0.3134899570636324,0.33563387
0.0013142857142857144,-0.3106548207953137,0.33222967
0.0013428571428571428,-0.29835188671489943,0.32580104
0.0013714285714285714,-0.28019624140284094,0.3193222
0.0014,-0.2531847028351486,0.3056338
0.0014285714285714288,-0.2260649386309217,0.2910074
0.0014571428571428572,-0.19735699953641705,0.28312156
0.0014857142857142857,-0.17293404548303404,0.2756072
0.0015142857142857143,-0.1446358276320009,0.2677822
0.0015428571428571431,-0.12936344216104734,0.2709339
0.0015714285714285717,-0.11321049931414762,0.27604032
0.0016,-0.09465168893861853,0.2815718
0.0016285714285714287,-0.07353651245484166,0.2844053
0.0016571428571428575,-0.053094409406608256,0.29803848
0.0016857142857142858,-0.027157594415772923,0.3088488
0.0017142857142857142,0.0065808491501460065,0.31458992
0.0017428571428571428,0.04774264895900965,0.32497773
0.0017714285714285714,0.09449484607197556,0.33060354
0.0018000000000000002,0.13865303654385092,0.33823946
0.0018285714285714288,0.18491979754617696,0.3417221
0.0018571428571428571,0.2285053596016384,0.34399617
0.0018857142857142857,0.2617239611032707,0.3434058
0.0019142857142857145,0.29066364197011507,0.3440096
0.001942857142857143,0.309063387980246,0.3414832
0.0019714285714285715,0.31461626274540677,0.33417127
0.002,0.3166150362693489,0.3265782
0.0020285714285714286,0.31293466890724636,0.31972897
0.002057142857142857,0.2989367375719301,0.30647293
0.002085714285714286,0.28732300098564295,0.2984644
0.002114285714285715,0.27829565808041323,0.29620847
0.0021428571428571434,0.2750646543342401,0.30229917
0.0021714285714285715,0.2684298629646289,0.305516
0.0022,0.2640620306366656,0.31679532
0.0022285714285714287,0.2607808495467747,0.3319517
0.0022571428571428573,0.2523245289972579,0.34421724
0.002285714285714286,0.239938130952576,0.35784137
0.002314285714285715,0.2148877469543532,0.36646837
0.0023428571428571435,0.18145384754191374,0.37495795
0.002371428571428572,0.1428702304927313,0.3769484
0.0024000000000000002,0.09403608098183092,0.3766823
0.0024285714285714284,0.04485371365765911,0.37215307
0.002457142857142857,-0.009350790956391686,0.36314836
0.0024857142857142855,-0.05952131666248145,0.3513564
0.002514285714285714,-0.10201219749817675,0.34031227
0.0025428571428571427,-0.14065722478405251,0.3265324
0.0025714285714285717,-0.16763000666858074,0.3151276
0.0026000000000000003,-0.18612142615795219,0.30160272
0.002628571428571429,-0.19837508340326027,0.2904543
0.0026571428571428575,-0.2085819245372496,0.2839141
0.0026857142857142856,-0.21360143289962008,0.27791142
0.0027142857142857142,-0.22158327452160548,0.2755556
0.002742857142857143,-0.2313959433150843,0.27763557
0.0027714285714285714,-0.2484845409637439,0.2900707
0.0028,-0.26648003646592966,0.30355716
0.002828571428571429,-0.28677482874930027,0.32060495
0.0028571428571428576,-0.3037539588303264,0.3359896
0.002885714285714286,-0.31654749134797966,0.34994528
0.0029142857142857143,-0.32014400110483643,0.3600311
0.002942857142857143,-0.31736229053459375,0.37200868
0.0029714285714285715,-0.2978203883796914,0.37078327
0.003,-0.2707964437630762,0.36872005
0.0030285714285714286,-0.23051657760135574,0.3608205
0.0030571428571428577,-0.18423351854973896,0.3530444
0.0030857142857142862,-0.13681721461916058,0.33611596
0.003114285714285715,-0.0900399498647747,0.3197423
0.0031428571428571434,-0.04459411915173506,0.30700684
0.0031714285714285716,-0.007618217701327312,0.29718235
0.0032,0.023205686841349937,0.2863875
0.0032285714285714287,0.04703621463154373,0.279605
0.0032571428571428573,0.06871560284798306,0.28035676
0.003285714285714286,0.08685942896099241,0.28258893
0.003314285714285715,0.1044955488023287,0.28651574
0.003342857142857143,0.12527302293077602,0.292793
0.0033714285714285717,0.15248057263573622,0.30277824
0.0034000000000000002,0.18685442997511348,0.315096
0.0034285714285714284,0.22159589646018713,0.32863578
0.003457142857142857,0.2575569944465238,0.33932614
0.0034857142857142856,0.2996470008067729,0.35445356
0.003514285714285714,0.32976543962256194,0.36598134
0.0035428571428571427,0.35683140354632453,0.37737572
0.0035714285714285718,0.3689055673391357,0.38220742
0.0036000000000000003,0.36901420861192286,0.3827693
0.003628571428571429,0.354096349676801,0.37567666
0.0036571428571428575,0.32924368974579743,0.3650762
0.0036857142857142857,0.2974825183261422,0.35146937
0.0037142857142857142,0.2653498956505138,0.33592698
0.003742857142857143,0.22574776236864358,0.3159836
0.0037714285714285714,0.19228619558032728,0.30004627
0.0038000000000000004,0.16465176357814304,0.28926635
0.003828571428571429,0.14234823678283004,0.2829859
0.0038571428571428576,0.12254470306267906,0.28374758
0.003885714285714286,0.11154443329539576,0.29386556
0.003914285714285714,0.10180901782155427,0.3048366
0.003942857142857143,0.08825857313891822,0.31905383
0.003971428571428571,0.06333981260508903,0.32774076
0.004,0.0330314749623305,0.33781344
0.004028571428571428,-0.006964099137594326,0.3455962
0.004057142857142857,-0.05444635071412934,0.34917572
0.004085714285714285,-0.10320229223506239,0.35164425
0.004114285714285714,-0.15597715714339888,0.3537011
0.004142857142857143,-0.20387186433364196,0.34631878
0.004171428571428572,-0.2433746823293289,0.3438453
0.004200000000000001,-0.27284155902181906,0.33361444
0.00422857142857143,-0.2883788393235046,0.32370263
0.004257142857142858,-0.2899400062063443,0.30842465
0.004285714285714287,-0.2858815349123106,0.29541582
0.004314285714285714,-0.27421683088679577,0.28092453
0.004342857142857143,-0.2511886417227838,0.25933167
0.004371428571428571,-0.23237543308151945,0.2452328
0.0044,-0.21851641121338908,0.23720136
0.004428571428571428,-0.21105278511615377,0.24003713
0.0044571428571428574,-0.20650428554253275,0.24726096
0.004485714285714286,-0.2104634630154516,0.26347697
0.004514285714285715,-0.20979037117289656,0.28081474
0.004542857142857143,-0.21362055994903972,0.29812396
0.004571428571428572,-0.20883047585156034,0.3168705
0.0046,-0.19507794174472315,0.32952508
0.00462857142857143,-0.17204956148170836,0.33914763
0.004657142857142858,-0.1340826473793848,0.3439554
0.004685714285714287,-0.08982687174057542,0.34621215
0.004714285714285715,-0.03704236356498125,0.34202886
0.004742857142857144,0.02125217207213448,0.33553484
0.004771428571428572,0.07671968130057383,0.328829
0.0048000000000000004,0.127157273101126,0.3181794
0.004828571428571429,0.16719708172867082,0.3049026
0.004857142857142857,0.19663982003108366,0.29387057
0.004885714285714286,0.2145485598674638,0.281457
0.004914285714285714,0.22223234316655616,0.26743034
0.004942857142857143,0.2239768694047748,0.2573829
0.004971428571428571,0.2202068713479895,0.24616535
0.005,0.21543819225898797,0.23869348
0.005028571428571428,0.21643116983245642,0.23792881
0.005057142857142857,0.224847503762312,0.24542171
0.005085714285714285,0.237424000604208,0.25847664
0.0051142857142857144,0.2553923819900305,0.27671632
0.0051428571428571435,0.276563900096492,0.299028
0.0051714285714285725,0.2945386018542305,0.31836793
0.005200000000000001,0.3093396150658836,0.34027806
0.00522857142857143,0.30958421734170644,0.35371158
0.005257142857142858,0.29850849797158835,0.36246133
0.005285714285714287,0.2747432393786748,0.36593595
0.005314285714285715,0.24285602738930073,0.36272562
0.005342857142857143,0.1955496322439958,0.35737517
0.005371428571428571,0.14726655257866367,0.34335366
0.0054,0.09717886002992762,0.32598916
0.0054285714285714284,0.046262327519430824,0.30817372
0.0054571428571428575,0.0035593060642652996,0.28433713
0.005485714285714286,-0.020220263983772413,0.2662534
0.005514285714285715,-0.04352526910837129,0.25218788
0.005542857142857143,-0.05981289846709714,0.2419158
0.005571428571428572,-0.06846875869022362,0.23971619
0.0056,-0.07708158433422918,0.23686022
0.00562857142857143,-0.0884890783896658,0.2443224
0.005657142857142858,-0.09808140076841815,0.24910887
0.005685714285714287,-0.11978510862272085,0.2596476
0.005714285714285715,-0.15068661169173203,0.2768144
0.005742857142857143,-0.17919338685145453,0.2860178
0.005771428571428572,-0.21139952457024397,0.29783645
0.0058000000000000005,-0.24902541711796256,0.31255797
0.005828571428571429,-0.27877025765524804,0.3222145
0.005857142857142857,-0.29578264360617357,0.3252492
0.005885714285714286,-0.3044770175804983,0.32791817
0.005914285714285714,-0.30082311503961173,0.3269466
0.005942857142857143,-0.28220665859029204,0.31692585
0.005971428571428571,-0.26044193023687756,0.30832765
0.006,-0.22830558711898347,0.29570442
0.006028571428571428,-0.19500749580349241,0.2809173
0.006057142857142857,-0.16002820071841617,0.2609244
0.0060857142857142854,-0.1306856085273197,0.2480058
0.006114285714285715,-0.10530545682534598,0.23728387
0.0061428571428571435,-0.08723362491251041,0.23162977
0.0061714285714285725,-0.0701258057569879,0.23185365
0.006200000000000001,-0.05779858354309861,0.237413
0.00622857142857143,-0.04279545967463644,0.24483047
0.006257142857142858,-0.026134483483045146,0.25682852
0.006285714285714287,-0.0038923945085629352,0.27024063
0.006314285714285715,0.023412874501334113,0.2846
0.006342857142857143,0.06122956176685668,0.29755676
0.006371428571428571,0.10332611390477303,0.30510783
0.0064,0.14958435405661313,0.3164787
0.0064285714285714285,0.19363678576951515,0.32250434
0.0064571428571428575,0.23252368274933466,0.32703412
0.006485714285714286,0.2664122562959985,0.32745838
0.006514285714285715,0.2894352750844682,0.32621843
0.006542857142857143,0.3045989279812392,0.32278246
0.006571428571428572,0.30744432531131666,0.31612793
0.006600000000000001,0.3019031337837703,0.30696476
0.00662857142857143,0.29123248439428717,0.29736558
0.006657142857142858,0.2786361396688508,0.28920445
0.006685714285714286,0.26330134738395017,0.27969941
0.006714285714285715,0.24991843417076087,0.27306256
0.006742857142857143,0.23702341361525464,0.26996446
0.006771428571428572,0.223487837710524,0.27034172
0.0068000000000000005,0.212424394035526,0.27436778
0.0068285714285714295,0.20678596414178385,0.28647384
0.006857142857142857,0.19357832207357956,0.2943326
0.006885714285714286,0.17637588419680666,0.3061951
0.006914285714285714,0.1503508097857732,0.31658956
0.006942857142857143,0.12311150430141193,0.3250976
0.006971428571428571,0.08586846831210274,0.3281551
0.007,0.042996640584578416,0.33112139
0.007028571428571428,-0.002200056303194864,0.32904735
0.007057142857142857,-0.04462531492993971,0.32408738
0.0070857142857142855,-0.0887401420120999,0.31719664
0.007114285714285715,-0.12415124762434049,0.30535883
0.0071428571428571435,-0.1568449649121479,0.294118
0.0071714285714285725,-0.1794618604448498,0.28329825
0.007200000000000001,-0.1951208356996874,0.27080438
0.00722857142857143,-0.2077256431491845,0.2628069
0.007257142857142858,-0.2199792978961364,0.25880504
0.007285714285714287,-0.22412364940495433,0.25171596
0.007314285714285715,-0.22850491179058474,0.24684769
